opr_ymd,ride_ctpv_cd,goff_ctpv_cd,clcln_bzmn_id,vr_card_no,card_se_cd,clcln_bzmn_trfc_mns_cd,rte_id,ride_dt,ride_sttn_id,goff_dt,goff_sttn_id,trnf_cnt,users_type_cd,utztn_nope,utztn_dstnc,brdg_hr,msv_intrpl_yn,query_route_id,query_route_no,query_date,GTX_A_역,대상지역
20241017,41,11,08,41_10100747,1,533,41016025,20241017053919,4111341,20241017055302,4151586,0,01,2,8250,823,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10109243,1,533,41016025,20241017071510,4111341,20241017074728,4151598,0,01,4,12120,1938,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10112336,1,533,41016025,20241017070937,4111341,20241017074700,4111612,0,01,3,17210,2243,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10126080,2,533,41016025,20241017062611,4127137,20241017065851,4111614,1,01,4,27800,1960,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_1013336,2,533,41016025,20241017141613,4110807,20241017150312,4151598,0,01,3,19860,2819,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10133790,2,533,41016025,20241017125624,4178115,20241017130111,4151586,0,01,2,6010,287,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10140490,2,533,41016025,20241017064806,4196170,20241017071822,4151598,0,01,3,11300,1816,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10177509,2,533,41016025,20241017054404,4111341,20241017062022,4108423,0,01,1,18600,2178,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10177509,2,533,41016025,20241017071018,4111341,20241017074312,4108423,0,01,4,18600,1974,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10194201,2,533,41016025,20241017162134,4110865,20241017165135,4151586,0,01,3,12210,1801,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10201726,2,533,41016025,20241017132122,4110807,20241017142237,4151586,0,01,4,15990,3675,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10203226,2,533,41016025,20241017081026,4106851,20241017084618,4151598,0,01,4,20850,2152,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10205705,2,533,41016025,20241017070452,4127137,20241017082311,4111614,1,01,1,27800,4699,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10211254,2,533,41016025,20241017174807,4106821,20241017183223,4111612,0,01,2,22890,2656,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10211254,2,533,41016025,20241017200510,4106821,20241017205546,4111612,0,01,2,22890,3036,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10215317,2,533,41016025,20241017081754,4178115,20241017085346,4111612,1,01,3,14970,2152,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10228498,2,533,41016025,20241017074714,4106859,20241017083147,4111612,1,01,3,23560,2673,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10228949,2,533,41016025,20241017062421,4196170,20241017071637,4111614,0,01,4,17360,3136,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10228949,2,533,41016025,20241017095311,4196170,20241017104636,4111614,0,01,4,17360,3205,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_1024479,2,533,41016025,20241017094053,4106851,20241017102904,4108486,0,01,3,28360,2891,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_1024479,2,533,41016025,20241017103246,4106851,20241017111412,4108486,0,01,3,28360,2486,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10253972,2,533,41016025,20241017100311,4196171,20241017101641,4151586,0,01,3,6910,810,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10254470,2,533,41016025,20241017073704,4196170,20241017082031,4111612,0,01,4,16390,2607,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10280093,2,533,41016025,20241017181431,4111372,20241017185019,4111612,1,01,4,15440,2148,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10323086,1,533,41016025,20241017191339,4106821,20241017194412,4111612,0,01,4,22890,1833,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10328258,2,533,41016025,20241017204408,4110906,20241017211446,4111612,0,01,3,28330,1838,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_1033272,2,533,41016025,20241017071209,4110909,20241017082413,4111612,0,01,1,28670,4324,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10333516,1,533,41016025,20241017060002,4127137,20241017063329,4151598,0,01,3,21740,2007,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10351217,2,533,41016025,20241017051129,4196170,20241017054941,4108423,0,01,2,17780,2292,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10352543,2,533,41016025,20241017075259,4196171,20241017080602,4151586,0,01,3,6910,783,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10360159,2,533,41016025,20241017092327,4196170,20241017094749,4151598,0,01,3,11300,1462,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10421027,2,533,41016025,20241017200858,4110807,20241017205645,4111612,0,01,1,24950,2867,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10433853,2,533,41016025,20241017124721,4196170,20241017131200,4151598,0,01,3,11300,1479,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10440178,2,533,41016025,20241017074149,4196170,20241017082551,4111614,1,01,1,17360,2642,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10446453,2,533,41016025,20241017094906,4110906,20241017103534,4151598,0,01,1,23240,2788,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10450244,2,533,41016025,20241017071928,4111341,20241017080523,4111612,0,01,3,17210,2755,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_1046490,2,533,41016025,20241017092437,4106851,20241017101313,4111612,0,01,4,25940,2916,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_1047334,2,533,41016025,20241017164452,4127137,20241017173328,4111614,0,01,1,27800,2916,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10491902,2,533,41016025,20241017161907,4106852,20241017170405,4111612,0,01,3,25420,2698,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10502937,1,533,41016025,20241017073709,4196170,20241017081414,4108423,0,01,3,17780,2225,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10511122,2,533,41016025,20241017104128,4106852,20241017111502,4151598,0,01,4,20330,2014,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10513372,2,533,41016025,20241017174544,4127137,20241017182405,4108423,0,01,4,28220,2301,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10517645,2,533,41016025,20241017124745,4178115,20241017132119,4111612,1,01,2,14970,2014,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10518959,2,533,41016025,20241017070237,4110807,20241017075255,4151598,0,01,1,19860,3018,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_1052605,2,533,41016025,20241017114017,4110865,20241017122114,4108423,0,01,4,22560,2457,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10531676,1,533,41016025,20241017141505,4106859,20241017144722,4108423,0,01,4,24950,1937,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10534141,1,533,41016025,20241017060844,4106859,20241017064345,4151586,0,01,3,14600,2101,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10534141,1,533,41016025,20241017170804,4106859,20241017174121,4151586,0,01,4,14600,1997,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10547854,2,533,41016025,20241017073758,4196170,20241017081308,4111614,0,01,4,17360,2110,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10555057,2,533,41016025,20241017074042,4196170,20241017082256,4111612,0,01,2,16390,2534,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10566969,1,533,41016025,20241017061215,4106859,20241017070238,4111614,0,01,1,24530,3023,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10581816,2,533,41016025,20241017060102,4196168,20241017062716,4111612,0,01,3,21930,1574,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10592279,2,533,41016025,20241017071943,4106851,20241017075522,4151598,0,01,2,20850,2139,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_1059352,2,533,41016025,20241017174629,4111341,20241017182740,4108423,0,01,4,18600,2471,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10615290,2,533,41016025,20241017075456,4110906,20241017090701,4111612,0,01,2,28330,4325,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10615290,2,533,41016025,20241017105832,4110906,20241017121919,4111612,0,01,3,28330,4847,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10638009,2,533,41016025,20241017163359,4106859,20241017172536,4111612,0,01,1,23560,3097,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10671174,1,533,41016025,20241017102737,4196170,20241017112855,4111614,0,01,1,17360,3678,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10674556,1,533,41016025,20241017061231,4106821,20241017065820,4111612,0,01,2,22890,2749,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10681943,2,533,41016025,20241017072651,4106851,20241017080726,4151586,0,01,4,16980,2435,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_1068533,1,533,41016025,20241017172502,4111372,20241017173202,4151586,0,01,1,6480,420,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10697713,2,533,41016025,20241017174021,4110807,20241017183113,4108423,0,01,4,26340,3052,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10698959,1,533,41016025,20241017143148,4127137,20241017154429,4108423,0,01,4,28220,4361,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_107030,1,533,41016025,20241017123724,4111372,20241017130132,4151598,0,01,2,10350,1448,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10705594,2,533,41016025,20241017062350,4196170,20241017070740,4111612,0,01,3,16390,2630,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10712730,2,533,41016025,20241017074916,4110807,20241017084041,4111614,0,01,2,25920,3085,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10742085,2,533,41016025,20241017182055,4106821,20241017190631,4151598,0,01,3,17800,2736,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10749658,2,533,41016025,20241017062350,4196170,20241017072441,4108423,0,01,2,17780,3651,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10757182,2,533,41016025,20241017074012,4127137,20241017083137,4151586,0,01,3,17870,3085,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10758369,2,533,41016025,20241017052010,4110906,20241017061755,4108486,0,01,4,30750,3465,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10759260,2,533,41016025,20241017073804,4106821,20241017083058,4151598,0,01,4,17800,3174,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10763539,1,533,41016025,20241017080007,4106859,20241017084720,4151598,0,01,1,18470,2833,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10784109,2,533,41016025,20241017073210,4106821,20241017082504,4108423,0,01,1,24280,3174,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10788891,1,533,41016025,20241017043041,4106851,20241017053056,4111612,0,01,3,25940,3615,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10793778,1,533,41016025,20241017110354,4106852,20241017120458,4108423,0,01,2,26810,3664,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10799284,2,533,41016025,20241017184124,4106852,20241017192655,4108423,0,01,2,26810,2731,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10799641,2,533,41016025,20241017094043,4196170,20241017100526,4151598,0,01,3,11300,1483,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_1080019,2,533,41016025,20241017062320,4196170,20241017064255,4151586,0,01,1,7430,1175,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10817094,1,533,41016025,20241017080923,4110807,20241017083932,4111614,0,01,2,25920,1809,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10823813,2,533,41016025,20241017084229,4110865,20241017092316,4151586,0,01,3,12210,2447,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10826378,2,533,41016025,20241017150943,4127137,20241017162418,4111612,0,01,4,26830,4475,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_1082854,2,533,41016025,20241017062320,4196170,20241017065215,4151598,0,01,1,11300,1735,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10839020,2,533,41016025,20241017080248,4111341,20241017083302,4151598,0,01,2,12120,1814,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10842873,2,533,41016025,20241017071753,4127137,20241017083130,4111612,1,01,2,26830,4417,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10892813,2,533,41016025,20241017050636,4196171,20241017052727,4151598,0,01,4,10780,1251,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10893635,2,533,41016025,20241017154958,4106852,20241017170157,4111612,0,01,1,25420,4319,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10899161,2,533,41016025,20241017142356,4110865,20241017152438,4151598,0,01,2,16080,3642,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10907921,2,533,41016025,20241017125851,4106821,20241017133223,4108423,0,01,1,24280,2012,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10907921,2,533,41016025,20241017204644,4106821,20241017213255,4108423,0,01,3,24280,2771,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10909467,2,533,41016025,20241017170432,4106859,20241017174613,4111612,0,01,4,23560,2501,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10927831,2,533,41016025,20241017144916,4106859,20241017152258,4151586,0,01,2,14600,2022,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10930617,2,533,41016025,20241017050851,4111372,20241017053935,4111612,0,01,2,15440,1844,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10938136,1,533,41016025,20241017074003,4196170,20241017080558,4151598,0,01,4,11300,1555,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10941253,2,533,41016025,20241017173520,4196168,20241017181701,4151586,0,01,4,12970,2501,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10941253,2,533,41016025,20241017175213,4196168,20241017183354,4151586,0,01,1,12970,2501,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_1095096,2,533,41016025,20241017163926,4127137,20241017175039,4111612,0,01,1,26830,4273,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10954517,2,533,41016025,20241017073444,4196170,20241017080440,4151598,0,01,1,11300,1796,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10956720,2,533,41016025,20241017074328,4111341,20241017082415,4111612,0,01,3,17210,2447,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10964643,2,533,41016025,20241017070536,4110807,20241017074608,4108423,0,01,3,26340,2432,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10964643,2,533,41016025,20241017150808,4110807,20241017154255,4108423,0,01,3,26340,2087,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_1098150,1,533,41016025,20241017100735,4110865,20241017104835,4111612,0,01,4,21170,2460,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10989544,2,533,41016025,20241017072041,4106851,20241017080206,4108423,0,01,4,27330,2485,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_1099034,1,533,41016025,20241017071532,4127137,20241017082239,4111612,1,01,4,26830,4027,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_109918,2,533,41016025,20241017085501,4110807,20241017094722,4151598,0,01,2,19860,3141,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10998132,2,533,41016025,20241017090505,4196170,20241017094331,4111612,0,01,1,16390,2306,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_10998994,2,533,41016025,20241017074139,4196170,20241017082209,4108423,0,01,2,17780,2430,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_1100105,2,533,41016025,20241017065751,4127137,20241017072806,4108423,1,01,3,28220,1815,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_11013145,2,533,41016025,20241017045314,4110807,20241017052456,4111614,0,01,1,25920,1902,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_11013145,2,533,41016025,20241017131410,4110807,20241017133828,4111614,0,01,1,25920,1458,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_11022982,1,533,41016025,20241017165248,4106852,20241017172009,4108486,0,01,3,27840,1641,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_11026039,1,533,41016025,20241017053918,4110807,20241017060658,4151586,0,01,1,15990,1660,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_11026039,1,533,41016025,20241017131410,4110807,20241017140658,4151598,0,01,1,19860,3168,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_1103398,2,533,41016025,20241017080155,4106851,20241017085329,4151598,0,01,3,20850,3094,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_11039640,2,533,41016025,20241017045315,4111341,20241017053341,4111612,0,01,3,17210,2426,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_11045519,2,533,41016025,20241017065747,4127137,20241017072515,4111612,1,01,1,26830,1648,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_11058186,2,533,41016025,20241017204213,4106859,20241017211035,4151586,0,01,3,14600,1702,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_11058186,2,533,41016025,20241017223129,4106859,20241017225940,4151586,0,01,2,14600,1691,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_11058540,1,533,41016025,20241017141849,4106852,20241017144307,4111614,0,01,3,26390,1458,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_11063585,2,533,41016025,20241017193123,4106852,20241017195643,4151586,0,01,1,16460,1520,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_11064405,2,533,41016025,20241017072410,4106852,20241017075016,4111612,1,01,3,25420,1566,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_11067321,1,533,41016025,20241017170531,4127137,20241017173327,4108423,0,01,3,28220,1676,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_11081326,2,533,41016025,20241017181145,4196170,20241017182348,4151586,0,01,1,7430,723,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_11083112,1,533,41016025,20241017170729,4127137,20241017173521,4111612,0,01,3,26830,1672,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_11086775,2,533,41016025,20241017152433,4106821,20241017154805,4111612,0,01,1,22890,1412,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_11100836,2,533,41016025,20241017090448,4106852,20241017095625,4151586,0,01,1,16460,3097,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_11100836,2,533,41016025,20241017220455,4106852,20241017224255,4151586,0,01,3,16460,2280,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_11101303,2,533,41016025,20241017061805,4127137,20241017070013,4111614,0,01,3,27800,2528,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_11121187,2,533,41016025,20241017132806,4111372,20241017140309,4108423,0,01,4,16830,2103,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_11136082,2,533,41016025,20241017094124,4110865,20241017103301,4151586,0,01,1,12210,3097,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_11157943,2,533,41016025,20241017062822,4127137,20241017072220,4151598,1,01,1,21740,3238,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_11167605,2,533,41016025,20241017182837,4106852,20241017190144,4151598,0,01,1,20330,1987,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_11172155,1,533,41016025,20241017053019,4178115,20241017060211,4108423,0,01,1,16360,1912,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_11179247,2,533,41016025,20241017162110,4111341,20241017165040,4151598,0,01,2,12120,1770,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_11185753,2,533,41016025,20241017201757,4196170,20241017205453,4111612,0,01,3,16390,2216,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
20241017,41,11,08,41_11201652,1,533,41016025,20241017092917,4110865,20241017101450,4111612,0,01,3,21170,2733,N,41016025,1000,20241017,대곡역·킨텍스역,덕양구·일산서구
